"","ParcelNo","SaleDate","SalePrice","TaxStatus","IsImproved","PermitIssued","BlightStatus","BlightNeighborCount","CrimeCount","BlightCount","Call311Count"
"169","21030654.","05/15/2003",45000,"COUNTY OWNED","1",2016-04-12,"Blighted",0.754352030947776,0.296560556165386,0.319895968790637,0.189627228525122
"170","21030787.","04/01/2000",60900,"COUNTY OWNED","1",2016-04-12,"Blighted",0.658607350096712,0.292169776802049,0.300390117035111,0.181523500810373
"171","17016163.","11/22/2002",68000,"CITY LAND BANK","1",2016-04-12,"Blighted",0.346228239845261,0.376326381266008,0.273081924577373,0.181523500810373
"172","17016688.","03/01/1994",23900,"CITY LAND BANK","1",2016-04-12,"Blighted",0.155705996131528,0.335162824734724,0.214564369310793,0.170178282009724
"173","22087600.","07/11/2008",82500,"TAXABLE","1",2016-04-12,"Blighted",0.404255319148936,0.336626417855836,0.416124837451235,0.338735818476499
"174","17014121.","12/13/2005",56000,"CITY LAND BANK","1",2016-04-12,"Blighted",0.470019342359768,0.395536040980607,0.322496749024707,0.218800648298217
"175","17014122.","01/01/1985",9450,"CITY LAND BANK","1",2016-04-12,"Blighted",0.469052224371373,0.395718990120746,0.322496749024707,0.218800648298217
"176","21036112-3","06/22/2001",1000,"CITY LAND BANK","1",2016-04-12,"Blighted",0.505802707930368,0.392060007317966,0.319895968790637,0.215559157212318
"177","21036294.","02/02/2007",98000,"CITY LAND BANK","1",2016-04-12,"Blighted",0.470019342359768,0.335711672155141,0.26592977893368,0.155591572123177
"178","21059420.","08/22/2007",48782,"CITY LAND BANK","1",2016-04-12,"Blighted",0.673114119922631,0.229784120014636,0.434330299089727,0.3322528363047
"179","21059415.","05/28/2010",3600,"CITY LAND BANK","1",2016-04-12,"Blighted",0.67504835589942,0.226856933772411,0.431729518855657,0.33063209076175
"180","21059414.","09/06/2002",5000,"CITY LAND BANK","1",2016-04-12,"Blighted",0.676015473887814,0.226491035492133,0.431079323797139,0.329011345218801
"181","22053385.","07/19/2006",7500,"CITY LAND BANK","1",2016-04-12,"Blighted",0.376208897485493,0.46761800219539,0.384915474642393,0.324149108589951
